Product,Season,Location,Price (₹)
Garam masala,Monsoon,Ahmedabad,280.26
Black salt,Monsoon,Hyderabad,86.85
Chaat masala,Summer,Bangalore,142.99
Pepper powder,Monsoon,Pune,375.14
Mustard seeds,Winter,Jaipur,119.1
Bread,Monsoon,Delhi,35.82
Pav / Buns,Winter,Kolkata,29.19
Burger buns,Winter,Lucknow,40.46
Noodles,Winter,Pune,39.6
Idli / Dosa batter,Monsoon,Bangalore,78.87
Tomato ketchup,Summer,Kolkata,112.31
Green chutney,Summer,Mumbai,79.66
Tamarind chutney,Monsoon,Hyderabad,78.58
Schezwan sauce,Summer,Lucknow,92.48
Mayonnaise,Winter,Hyderabad,96.2
Vinegar,Monsoon,Kolkata,46.87
Soya sauce,Winter,Chennai,77.1
Tea leaves,Winter,Ahmedabad,282.85
Coffee powder,Summer,Bangalore,327.04
Sugar syrup,Winter,Kolkata,45.85
Ice cubes,Winter,Jaipur,7.56
Lemon juice,Summer,Delhi,38.87
"Flavoring syrups (rose, khus, etc.)",Monsoon,Delhi,171.52
Milk powder,Summer,Kolkata,388.56
"Dry fruits (cashew, almond, raisins)",Summer,Chennai,706.12
"Essence (vanilla, rose, etc.)",Monsoon,Mumbai,199.48
Corn starch,Summer,Mumbai,103.67
Condensed milk,Summer,Chennai,88.76
Salt,Summer,Lucknow,13.3
Sugar,Winter,Delhi,45.13
Rice,Summer,Mumbai,46.37
Wheat flour (Atta),Summer,Lucknow,38.94
Maida (Refined flour),Winter,Pune,28.35
Gram flour (Besan),Winter,Ahmedabad,75.55
Corn flour,Monsoon,Mumbai,60.28
Potato,Winter,Pune,34.94
Onion,Winter,Mumbai,28.48
Tomato,Summer,Hyderabad,64.73
Cabbage,Winter,Bangalore,28.11
Capsicum,Summer,Ahmedabad,55.82
Carrot,Winter,Bangalore,49.83
Green chili,Winter,Kolkata,61.33
Coriander leaves,Summer,Kolkata,13.76
Garlic,Monsoon,Chennai,109.81
Ginger,Summer,Ahmedabad,56.57
Lemon,Monsoon,Hyderabad,64.1
Milk,Monsoon,Ahmedabad,66.97
Paneer,Monsoon,Lucknow,207.87
Butter,Winter,Pune,564.96
Ghee,Monsoon,Jaipur,662.45
Cheese,Winter,Mumbai,314.16
Curd / Yogurt,Monsoon,Jaipur,44.61
Eggs,Winter,Chennai,81.46
Chicken,Summer,Delhi,213.05
Refined oil,Summer,Mumbai,131.65
Mustard oil,Summer,Pune,171.42
Vanaspati / Dalda,Winter,Jaipur,102.48
Coconut oil,Winter,Mumbai,197.68
Turmeric powder,Winter,Chennai,149.62
Red chili powder,Winter,Hyderabad,180.66
Cumin seeds,Monsoon,Pune,187.23
Coriander powder,Winter,Kolkata,195.05
Garam masala,Summer,Jaipur,208.31
Black salt,Monsoon,Mumbai,67.72
Chaat masala,Winter,Lucknow,119.32
Pepper powder,Winter,Ahmedabad,401.66
Mustard seeds,Monsoon,Pune,121.2
Bread,Winter,Hyderabad,51.51
Pav / Buns,Summer,Kolkata,34.86
Burger buns,Winter,Lucknow,32.89
Noodles,Summer,Jaipur,50.67
Idli / Dosa batter,Winter,Delhi,56.57
Tomato ketchup,Monsoon,Lucknow,121.23
Green chutney,Summer,Kolkata,84.38
Tamarind chutney,Winter,Bangalore,79.22
Schezwan sauce,Summer,Hyderabad,96.22
Mayonnaise,Monsoon,Mumbai,108.95
Vinegar,Winter,Delhi,40.64
Soya sauce,Winter,Hyderabad,51.67
Tea leaves,Winter,Jaipur,248.01
Coffee powder,Winter,Delhi,454.26
Sugar syrup,Winter,Pune,44.35
Ice cubes,Summer,Hyderabad,9.66
Lemon juice,Winter,Chennai,21.21
"Flavoring syrups (rose, khus, etc.)",Summer,Ahmedabad,218.05
Milk powder,Winter,Pune,452.35
"Dry fruits (cashew, almond, raisins)",Winter,Bangalore,829.95
"Essence (vanilla, rose, etc.)",Monsoon,Bangalore,272.9
Corn starch,Monsoon,Pune,78.92
Condensed milk,Summer,Lucknow,85.43
Salt,Winter,Bangalore,14.38
Sugar,Monsoon,Ahmedabad,37.9
Rice,Winter,Hyderabad,56.76
Wheat flour (Atta),Winter,Ahmedabad,42.38
Maida (Refined flour),Monsoon,Hyderabad,34.91
Gram flour (Besan),Monsoon,Jaipur,114.03
Corn flour,Summer,Delhi,54.76
Potato,Summer,Ahmedabad,32.51
Onion,Summer,Kolkata,58.98
Tomato,Summer,Pune,34.83
Cabbage,Summer,Jaipur,17.57
Capsicum,Monsoon,Ahmedabad,48.67
Carrot,Winter,Mumbai,44.66
Green chili,Summer,Mumbai,62.3
Coriander leaves,Monsoon,Pune,10.68
Garlic,Winter,Kolkata,107.96
Ginger,Winter,Lucknow,80.34
Lemon,Winter,Bangalore,66.68
Milk,Summer,Mumbai,52.19
Paneer,Monsoon,Chennai,222.18
Butter,Monsoon,Chennai,384.55
Ghee,Winter,Mumbai,599.12
Cheese,Winter,Lucknow,316.23
Curd / Yogurt,Monsoon,Lucknow,54.24
Eggs,Summer,Delhi,88.47
Chicken,Winter,Chennai,239.64
Refined oil,Winter,Ahmedabad,134.44
Mustard oil,Winter,Kolkata,160.92
Vanaspati / Dalda,Summer,Lucknow,112.91
Coconut oil,Summer,Chennai,184.21
Turmeric powder,Winter,Ahmedabad,120.59
Red chili powder,Summer,Hyderabad,149.59
Cumin seeds,Monsoon,Mumbai,210.63
Coriander powder,Summer,Lucknow,175.55
Garam masala,Monsoon,Lucknow,264.71
Black salt,Summer,Lucknow,111.06
Chaat masala,Summer,Pune,122.77
Pepper powder,Winter,Chennai,384.28
Mustard seeds,Monsoon,Kolkata,83.12
Bread,Monsoon,Lucknow,43.99
Pav / Buns,Monsoon,Delhi,38.89
Burger buns,Summer,Delhi,39.49
Noodles,Winter,Lucknow,42.94
Idli / Dosa batter,Monsoon,Mumbai,54.41
Tomato ketchup,Summer,Ahmedabad,117.3
Green chutney,Summer,Delhi,57.76
Tamarind chutney,Winter,Delhi,63.53
Schezwan sauce,Monsoon,Mumbai,82.86
Mayonnaise,Monsoon,Ahmedabad,94.11
Vinegar,Summer,Bangalore,63.85
Soya sauce,Winter,Mumbai,67.47
Tea leaves,Winter,Jaipur,262.32
Coffee powder,Winter,Kolkata,447.94
Sugar syrup,Winter,Pune,29.08
Ice cubes,Winter,Kolkata,8.62
Lemon juice,Monsoon,Hyderabad,30.65
"Flavoring syrups (rose, khus, etc.)",Monsoon,Mumbai,144.34
Milk powder,Monsoon,Kolkata,456.78
"Dry fruits (cashew, almond, raisins)",Summer,Delhi,495.66
"Essence (vanilla, rose, etc.)",Summer,Bangalore,390.33
Corn starch,Summer,Bangalore,86.07
Condensed milk,Winter,Hyderabad,107.45
Salt,Summer,Hyderabad,9.67
Sugar,Winter,Hyderabad,43.5
Rice,Winter,Chennai,51.96
Wheat flour (Atta),Summer,Delhi,37.98
Maida (Refined flour),Summer,Delhi,37.51
Gram flour (Besan),Summer,Jaipur,87.83
Corn flour,Winter,Lucknow,48.75
Potato,Summer,Delhi,28.33
Onion,Monsoon,Ahmedabad,47.84
Tomato,Monsoon,Jaipur,58.45
Cabbage,Monsoon,Hyderabad,26.61
Capsicum,Monsoon,Jaipur,58.47
Carrot,Winter,Lucknow,36.52
Green chili,Monsoon,Ahmedabad,71.88
Coriander leaves,Winter,Kolkata,16.69
Garlic,Monsoon,Ahmedabad,59.85
Ginger,Monsoon,Delhi,77.48
Lemon,Summer,Lucknow,37.47
Milk,Monsoon,Kolkata,67.23
Paneer,Summer,Jaipur,218.55
Butter,Monsoon,Pune,440.42
Ghee,Summer,Ahmedabad,582.33
Cheese,Winter,Bangalore,355.79
Curd / Yogurt,Winter,Ahmedabad,45.85
Eggs,Monsoon,Hyderabad,92.77
Chicken,Monsoon,Mumbai,249.17
Refined oil,Summer,Pune,137.54
Mustard oil,Monsoon,Mumbai,147.95
Vanaspati / Dalda,Summer,Ahmedabad,151.77
Coconut oil,Monsoon,Kolkata,227.49
Turmeric powder,Monsoon,Kolkata,124.42
Red chili powder,Winter,Mumbai,140.7
Cumin seeds,Monsoon,Kolkata,188.66
Coriander powder,Monsoon,Lucknow,170.8
Garam masala,Summer,Kolkata,213.49
Black salt,Monsoon,Delhi,111.34
Chaat masala,Summer,Pune,105.49
Pepper powder,Monsoon,Jaipur,296.77
Mustard seeds,Summer,Chennai,105.22
Bread,Winter,Pune,37.02
Pav / Buns,Summer,Lucknow,31.83
Burger buns,Monsoon,Lucknow,34.44
Noodles,Summer,Ahmedabad,40.94
Idli / Dosa batter,Winter,Hyderabad,66.91
Tomato ketchup,Monsoon,Delhi,99.51
Green chutney,Winter,Chennai,67.5
Tamarind chutney,Winter,Mumbai,100.87
Schezwan sauce,Winter,Lucknow,92.32
Mayonnaise,Monsoon,Pune,91.75
Vinegar,Winter,Ahmedabad,47.08
Soya sauce,Monsoon,Chennai,69.3
Tea leaves,Summer,Mumbai,247.78
Coffee powder,Summer,Ahmedabad,436.21
Sugar syrup,Summer,Lucknow,38.51
Ice cubes,Winter,Pune,9.44
Lemon juice,Winter,Mumbai,27.62
"Flavoring syrups (rose, khus, etc.)",Winter,Pune,109.51
Milk powder,Winter,Ahmedabad,537.73
"Dry fruits (cashew, almond, raisins)",Winter,Lucknow,429.7
"Essence (vanilla, rose, etc.)",Winter,Chennai,218.83
Corn starch,Summer,Kolkata,73.83
Condensed milk,Winter,Bangalore,106.73
Salt,Summer,Mumbai,11.5
Sugar,Summer,Lucknow,35.67
Rice,Winter,Hyderabad,57.33
Wheat flour (Atta),Monsoon,Mumbai,35.57
Maida (Refined flour),Winter,Jaipur,38.23
Gram flour (Besan),Winter,Hyderabad,85.22
Corn flour,Monsoon,Hyderabad,46.92
Potato,Winter,Ahmedabad,22.46
Onion,Summer,Jaipur,65.88
Tomato,Summer,Delhi,50.29
Cabbage,Summer,Ahmedabad,16.35
Capsicum,Summer,Lucknow,42.17
Carrot,Winter,Ahmedabad,41.03
Green chili,Winter,Chennai,60.14
Coriander leaves,Summer,Mumbai,16.42
Garlic,Summer,Lucknow,63.6
Ginger,Winter,Bangalore,57.15
Lemon,Winter,Delhi,56.84
Milk,Winter,Mumbai,65.12
Paneer,Summer,Jaipur,315.95
Butter,Summer,Lucknow,511.76
Ghee,Summer,Jaipur,776.53
Cheese,Winter,Mumbai,398.52
Curd / Yogurt,Summer,Delhi,43.48
Eggs,Monsoon,Delhi,84.28
Chicken,Monsoon,Lucknow,231.2
Refined oil,Monsoon,Delhi,125.72
Mustard oil,Monsoon,Lucknow,146.98
Vanaspati / Dalda,Monsoon,Ahmedabad,132.62
Coconut oil,Monsoon,Hyderabad,242.29
Turmeric powder,Summer,Lucknow,192.19
Red chili powder,Monsoon,Hyderabad,145.18
Cumin seeds,Monsoon,Ahmedabad,253.56
Coriander powder,Winter,Mumbai,106.81
Garam masala,Winter,Mumbai,266.53
Black salt,Winter,Lucknow,109.3
Chaat masala,Monsoon,Pune,103.15
Pepper powder,Winter,Delhi,321.04
Mustard seeds,Summer,Mumbai,91.98
Bread,Monsoon,Mumbai,36.36
Pav / Buns,Monsoon,Hyderabad,28.54
Burger buns,Winter,Mumbai,41.15
Noodles,Winter,Pune,26.19
Idli / Dosa batter,Summer,Lucknow,76.73
Tomato ketchup,Monsoon,Hyderabad,123.78
Green chutney,Summer,Mumbai,69.55
Tamarind chutney,Monsoon,Mumbai,82.03
Schezwan sauce,Winter,Lucknow,76.43
Mayonnaise,Monsoon,Hyderabad,83.66
Vinegar,Monsoon,Pune,48.74
Soya sauce,Monsoon,Lucknow,50.36
Tea leaves,Monsoon,Mumbai,265.58
Coffee powder,Summer,Hyderabad,446.53
Sugar syrup,Summer,Bangalore,46.45
Ice cubes,Winter,Chennai,6.96
Lemon juice,Summer,Chennai,22.16
"Flavoring syrups (rose, khus, etc.)",Summer,Ahmedabad,154.02
Milk powder,Winter,Ahmedabad,429.81
"Dry fruits (cashew, almond, raisins)",Winter,Bangalore,468.91
"Essence (vanilla, rose, etc.)",Monsoon,Delhi,343.75
Corn starch,Summer,Chennai,90.02
Condensed milk,Winter,Mumbai,122.83
Salt,Winter,Chennai,11.41
Sugar,Monsoon,Bangalore,36.95
Rice,Monsoon,Jaipur,57.88
Wheat flour (Atta),Winter,Bangalore,38.18
Maida (Refined flour),Monsoon,Hyderabad,36.67
Gram flour (Besan),Monsoon,Ahmedabad,91.2
Corn flour,Monsoon,Mumbai,48.67
Potato,Monsoon,Bangalore,25.9
Onion,Monsoon,Lucknow,63.63
Tomato,Summer,Chennai,28.88
Cabbage,Summer,Chennai,22.8
Capsicum,Summer,Pune,65.55
Carrot,Winter,Kolkata,34.87
Green chili,Summer,Pune,41.38
Coriander leaves,Winter,Pune,14.52
Garlic,Monsoon,Lucknow,59.6
Ginger,Monsoon,Delhi,55.92
Lemon,Monsoon,Kolkata,42.81
Milk,Summer,Bangalore,63.78
Paneer,Monsoon,Pune,297.09
Butter,Monsoon,Jaipur,529.74
Ghee,Summer,Chennai,630.28
Cheese,Summer,Delhi,355.86
Curd / Yogurt,Summer,Mumbai,58.1
Eggs,Winter,Ahmedabad,78.98
Chicken,Winter,Ahmedabad,273.36
Refined oil,Winter,Chennai,146.28
Mustard oil,Winter,Mumbai,167.38
Vanaspati / Dalda,Winter,Hyderabad,101.81
Coconut oil,Summer,Ahmedabad,192.69
Turmeric powder,Winter,Hyderabad,101.32
Red chili powder,Monsoon,Kolkata,121.67
Cumin seeds,Monsoon,Hyderabad,195.15
Coriander powder,Summer,Bangalore,140.82
Garam masala,Monsoon,Hyderabad,209.6
Black salt,Winter,Chennai,65.57
Chaat masala,Winter,Hyderabad,108.63
Pepper powder,Monsoon,Pune,394.3
Mustard seeds,Winter,Pune,89.77
Bread,Monsoon,Kolkata,29.57
Pav / Buns,Summer,Ahmedabad,20.82
Burger buns,Winter,Jaipur,34.13
Noodles,Monsoon,Jaipur,32.18
Idli / Dosa batter,Winter,Delhi,77.76
Tomato ketchup,Winter,Ahmedabad,75.22
Green chutney,Summer,Pune,71.06
Tamarind chutney,Monsoon,Chennai,83.05
Schezwan sauce,Monsoon,Ahmedabad,78.99
Mayonnaise,Summer,Chennai,97.9
Vinegar,Summer,Mumbai,31.65
Soya sauce,Winter,Mumbai,54.14
Tea leaves,Summer,Chennai,259.64
Coffee powder,Summer,Lucknow,467.02
Sugar syrup,Monsoon,Kolkata,45.72
Ice cubes,Summer,Kolkata,5.1
Lemon juice,Monsoon,Pune,25.27
"Flavoring syrups (rose, khus, etc.)",Monsoon,Jaipur,154.97
Milk powder,Monsoon,Ahmedabad,403.53
"Dry fruits (cashew, almond, raisins)",Summer,Kolkata,720.68
"Essence (vanilla, rose, etc.)",Winter,Mumbai,384.19
Corn starch,Summer,Ahmedabad,68.02
Condensed milk,Summer,Lucknow,88.33
Salt,Summer,Hyderabad,10.44
Sugar,Winter,Ahmedabad,41.06
Rice,Summer,Bangalore,57.19
Wheat flour (Atta),Winter,Lucknow,44.18
Maida (Refined flour),Monsoon,Chennai,31.7
Gram flour (Besan),Monsoon,Delhi,99.23
Corn flour,Monsoon,Hyderabad,44.33
Potato,Summer,Kolkata,26.87
Onion,Summer,Pune,34.19
Tomato,Winter,Mumbai,45.69
Cabbage,Summer,Lucknow,18.2
Capsicum,Summer,Bangalore,38.07
Carrot,Monsoon,Bangalore,32.89
Green chili,Summer,Chennai,64.57
Coriander leaves,Monsoon,Hyderabad,16.72
Garlic,Winter,Lucknow,90.13
Ginger,Summer,Hyderabad,108.14
Lemon,Monsoon,Chennai,70.84
Milk,Monsoon,Bangalore,55.87
Paneer,Winter,Jaipur,250.04
Butter,Monsoon,Hyderabad,365.82
Ghee,Winter,Lucknow,712.89
Cheese,Summer,Jaipur,484.08
Curd / Yogurt,Summer,Ahmedabad,43.37
Eggs,Winter,Chennai,102.6
Chicken,Winter,Bangalore,214.34
Refined oil,Winter,Ahmedabad,161.71
Mustard oil,Summer,Delhi,180.98
Vanaspati / Dalda,Summer,Mumbai,110.06
Coconut oil,Winter,Mumbai,204.55
Turmeric powder,Monsoon,Mumbai,188.62
Red chili powder,Summer,Jaipur,205.17
Cumin seeds,Monsoon,Delhi,275.9
Coriander powder,Monsoon,Chennai,126.17
Garam masala,Monsoon,Hyderabad,318.26
Black salt,Monsoon,Hyderabad,77.68
Chaat masala,Winter,Delhi,155.92
Pepper powder,Summer,Delhi,467.63
Mustard seeds,Monsoon,Hyderabad,91.99
Bread,Winter,Chennai,40.32
Pav / Buns,Summer,Kolkata,26.21
Burger buns,Winter,Mumbai,37.68
Noodles,Summer,Mumbai,39.73
Idli / Dosa batter,Winter,Delhi,59.79
Tomato ketchup,Winter,Pune,85.92
Green chutney,Summer,Chennai,89.94
Tamarind chutney,Summer,Bangalore,93.57
Schezwan sauce,Winter,Ahmedabad,76.63
Mayonnaise,Winter,Delhi,83.9
Vinegar,Monsoon,Jaipur,46.13
Soya sauce,Monsoon,Mumbai,64.13
Tea leaves,Monsoon,Jaipur,398.55
Coffee powder,Summer,Chennai,345.0
Sugar syrup,Winter,Delhi,61.87
Ice cubes,Summer,Kolkata,6.83
Lemon juice,Winter,Hyderabad,22.88
"Flavoring syrups (rose, khus, etc.)",Winter,Bangalore,227.3
Milk powder,Summer,Lucknow,426.91
"Dry fruits (cashew, almond, raisins)",Winter,Mumbai,458.4
"Essence (vanilla, rose, etc.)",Winter,Hyderabad,263.47
Corn starch,Summer,Ahmedabad,74.25
Condensed milk,Summer,Lucknow,108.74
Salt,Summer,Chennai,14.26
Sugar,Winter,Hyderabad,45.06
Rice,Monsoon,Hyderabad,57.65
Wheat flour (Atta),Monsoon,Hyderabad,42.25
Maida (Refined flour),Winter,Delhi,30.57
Gram flour (Besan),Summer,Kolkata,85.62
Corn flour,Winter,Jaipur,59.45
Potato,Summer,Jaipur,38.55
Onion,Winter,Jaipur,42.0
Tomato,Monsoon,Pune,26.59
Cabbage,Summer,Kolkata,22.86
Capsicum,Winter,Ahmedabad,32.57
Carrot,Winter,Jaipur,38.43
Green chili,Summer,Lucknow,64.58
Coriander leaves,Winter,Jaipur,15.56
Garlic,Summer,Kolkata,105.54
Ginger,Monsoon,Bangalore,91.27
Lemon,Summer,Kolkata,41.55
Milk,Monsoon,Jaipur,68.92
Paneer,Winter,Hyderabad,243.17
Butter,Monsoon,Pune,631.03
Ghee,Summer,Delhi,470.57
Cheese,Monsoon,Jaipur,445.43
Curd / Yogurt,Summer,Lucknow,53.44
Eggs,Winter,Hyderabad,99.64
Chicken,Summer,Pune,269.7
Refined oil,Monsoon,Ahmedabad,132.28
Mustard oil,Summer,Ahmedabad,145.2
Vanaspati / Dalda,Monsoon,Hyderabad,140.37
Coconut oil,Winter,Jaipur,221.19
Turmeric powder,Summer,Bangalore,178.83
Red chili powder,Summer,Hyderabad,181.53
Cumin seeds,Summer,Pune,270.92
Coriander powder,Winter,Bangalore,127.64
Garam masala,Winter,Jaipur,267.4
Black salt,Monsoon,Chennai,64.13
Chaat masala,Summer,Jaipur,128.94
Pepper powder,Winter,Jaipur,457.25
Mustard seeds,Summer,Lucknow,125.04
Bread,Monsoon,Kolkata,30.91
Pav / Buns,Winter,Hyderabad,44.52
Burger buns,Monsoon,Lucknow,39.53
Noodles,Summer,Lucknow,29.58
Idli / Dosa batter,Winter,Delhi,73.17
Tomato ketchup,Monsoon,Chennai,84.78
Green chutney,Winter,Lucknow,81.74
Tamarind chutney,Winter,Bangalore,73.66
Schezwan sauce,Winter,Hyderabad,94.2
Mayonnaise,Winter,Ahmedabad,82.92
Vinegar,Winter,Hyderabad,49.7
Soya sauce,Monsoon,Ahmedabad,85.31
Tea leaves,Winter,Mumbai,408.63
Coffee powder,Winter,Mumbai,529.87
Sugar syrup,Winter,Lucknow,46.08
Ice cubes,Monsoon,Hyderabad,8.48
Lemon juice,Winter,Hyderabad,21.91
"Flavoring syrups (rose, khus, etc.)",Winter,Bangalore,109.8
Milk powder,Winter,Bangalore,405.81
"Dry fruits (cashew, almond, raisins)",Winter,Kolkata,599.3
"Essence (vanilla, rose, etc.)",Winter,Hyderabad,284.0
Corn starch,Summer,Bangalore,70.85
Condensed milk,Monsoon,Delhi,100.67
Salt,Summer,Lucknow,12.33
Sugar,Monsoon,Delhi,41.78
Rice,Monsoon,Mumbai,62.99
Wheat flour (Atta),Winter,Delhi,42.33
Maida (Refined flour),Monsoon,Pune,30.88
Gram flour (Besan),Monsoon,Kolkata,102.85
Corn flour,Summer,Hyderabad,42.99
Potato,Winter,Hyderabad,20.74
Onion,Winter,Mumbai,33.45
Tomato,Monsoon,Delhi,53.99
Cabbage,Monsoon,Mumbai,26.29
Capsicum,Summer,Hyderabad,52.36
Carrot,Summer,Jaipur,50.97
Green chili,Monsoon,Hyderabad,74.98
Coriander leaves,Monsoon,Mumbai,10.34
Garlic,Winter,Bangalore,63.98
Ginger,Winter,Hyderabad,109.42
Lemon,Summer,Hyderabad,50.73
Milk,Monsoon,Mumbai,64.42
Paneer,Monsoon,Pune,291.55
Butter,Summer,Delhi,544.8
Ghee,Summer,Kolkata,614.63
Cheese,Monsoon,Ahmedabad,519.11
Curd / Yogurt,Summer,Hyderabad,49.04
Eggs,Monsoon,Bangalore,95.16
Chicken,Summer,Mumbai,204.71
Refined oil,Monsoon,Jaipur,136.37
Mustard oil,Monsoon,Chennai,155.46
Vanaspati / Dalda,Summer,Bangalore,132.48
Coconut oil,Monsoon,Kolkata,228.97
Turmeric powder,Winter,Jaipur,165.69
Red chili powder,Winter,Ahmedabad,159.69
Cumin seeds,Summer,Ahmedabad,200.25
Coriander powder,Summer,Jaipur,156.62
Garam masala,Winter,Mumbai,251.66
Black salt,Summer,Mumbai,100.3
Chaat masala,Monsoon,Bangalore,125.71
Pepper powder,Monsoon,Chennai,404.75
Mustard seeds,Winter,Ahmedabad,95.02
Bread,Winter,Bangalore,43.33
Pav / Buns,Summer,Kolkata,25.93
Burger buns,Monsoon,Bangalore,28.16
Noodles,Winter,Jaipur,47.58
Idli / Dosa batter,Summer,Ahmedabad,61.52
Tomato ketchup,Winter,Ahmedabad,104.12
Green chutney,Summer,Pune,61.57
Tamarind chutney,Winter,Mumbai,69.58
Schezwan sauce,Winter,Hyderabad,92.55
Mayonnaise,Summer,Chennai,90.39
Vinegar,Monsoon,Lucknow,40.88
Soya sauce,Summer,Jaipur,73.34
Tea leaves,Monsoon,Mumbai,274.3
Coffee powder,Winter,Mumbai,440.5
Sugar syrup,Winter,Hyderabad,46.66
Ice cubes,Winter,Bangalore,5.71
Lemon juice,Winter,Delhi,22.47
"Flavoring syrups (rose, khus, etc.)",Summer,Ahmedabad,148.69
Milk powder,Monsoon,Ahmedabad,332.79
"Dry fruits (cashew, almond, raisins)",Summer,Bangalore,410.87
"Essence (vanilla, rose, etc.)",Monsoon,Mumbai,262.16
Corn starch,Monsoon,Jaipur,64.14
Condensed milk,Winter,Mumbai,94.52
Salt,Monsoon,Kolkata,16.53
Sugar,Winter,Hyderabad,39.36
Rice,Monsoon,Hyderabad,58.06
Wheat flour (Atta),Monsoon,Mumbai,33.89
Maida (Refined flour),Monsoon,Lucknow,34.03
Gram flour (Besan),Summer,Pune,94.26
Corn flour,Monsoon,Kolkata,51.26
Potato,Winter,Mumbai,19.48
Onion,Winter,Chennai,76.4
Tomato,Winter,Ahmedabad,42.13
Cabbage,Monsoon,Delhi,20.63
Capsicum,Monsoon,Chennai,34.48
Carrot,Monsoon,Delhi,34.63
Green chili,Monsoon,Jaipur,60.81
Coriander leaves,Winter,Bangalore,12.37
Garlic,Winter,Jaipur,109.86
Ginger,Winter,Hyderabad,98.64
Lemon,Summer,Pune,42.6
Milk,Summer,Chennai,56.61
Paneer,Summer,Jaipur,275.04
Butter,Monsoon,Mumbai,581.14
Ghee,Monsoon,Ahmedabad,669.77
Cheese,Summer,Ahmedabad,341.5
Curd / Yogurt,Summer,Ahmedabad,50.29
Eggs,Summer,Jaipur,102.85
Chicken,Winter,Delhi,208.61
Refined oil,Summer,Jaipur,124.3
Mustard oil,Monsoon,Chennai,149.07
Vanaspati / Dalda,Summer,Kolkata,111.52
Coconut oil,Monsoon,Kolkata,227.22
Turmeric powder,Monsoon,Kolkata,132.1
Red chili powder,Winter,Hyderabad,176.59
Cumin seeds,Winter,Delhi,197.71
Coriander powder,Winter,Bangalore,154.89
Garam masala,Summer,Lucknow,222.21
Black salt,Winter,Ahmedabad,66.72
Chaat masala,Winter,Bangalore,130.61
Pepper powder,Winter,Lucknow,414.58
Mustard seeds,Winter,Kolkata,95.31
Bread,Summer,Delhi,43.66
Pav / Buns,Winter,Bangalore,38.22
Burger buns,Monsoon,Pune,31.72
Noodles,Monsoon,Mumbai,24.07
Idli / Dosa batter,Summer,Lucknow,68.65
Tomato ketchup,Winter,Pune,87.0
Green chutney,Monsoon,Chennai,84.69
Tamarind chutney,Monsoon,Mumbai,78.36
Schezwan sauce,Summer,Hyderabad,95.21
Mayonnaise,Winter,Ahmedabad,102.36
Vinegar,Winter,Kolkata,58.21
Soya sauce,Summer,Delhi,84.62
Tea leaves,Winter,Ahmedabad,410.34
Coffee powder,Summer,Jaipur,438.36
Sugar syrup,Monsoon,Delhi,32.54
Ice cubes,Winter,Chennai,7.43
Lemon juice,Summer,Hyderabad,32.49
"Flavoring syrups (rose, khus, etc.)",Winter,Kolkata,146.12
Milk powder,Monsoon,Ahmedabad,450.43
"Dry fruits (cashew, almond, raisins)",Monsoon,Bangalore,482.58
"Essence (vanilla, rose, etc.)",Summer,Chennai,355.17
Corn starch,Winter,Bangalore,101.27
Condensed milk,Winter,Ahmedabad,91.83
Salt,Monsoon,Delhi,12.78
Sugar,Winter,Chennai,45.49
Rice,Summer,Jaipur,56.06
Wheat flour (Atta),Winter,Ahmedabad,40.73
Maida (Refined flour),Monsoon,Kolkata,42.79
Gram flour (Besan),Summer,Ahmedabad,99.38
Corn flour,Winter,Lucknow,52.31
Potato,Monsoon,Chennai,25.23
Onion,Summer,Mumbai,32.69
Tomato,Winter,Lucknow,58.38
Cabbage,Summer,Ahmedabad,30.9
Capsicum,Monsoon,Jaipur,44.83
Carrot,Monsoon,Pune,29.92
Green chili,Monsoon,Bangalore,55.56
Coriander leaves,Monsoon,Bangalore,17.8
Garlic,Summer,Jaipur,56.99
Ginger,Summer,Jaipur,102.16
Lemon,Summer,Lucknow,48.3
Milk,Monsoon,Bangalore,66.17
Paneer,Monsoon,Ahmedabad,269.23
Butter,Summer,Pune,470.62
Ghee,Monsoon,Ahmedabad,709.15
Cheese,Monsoon,Chennai,436.87
Curd / Yogurt,Monsoon,Mumbai,51.88
Eggs,Summer,Mumbai,93.27
Chicken,Winter,Ahmedabad,218.6
Refined oil,Summer,Lucknow,139.65
Mustard oil,Summer,Bangalore,171.53
Vanaspati / Dalda,Monsoon,Kolkata,141.76
Coconut oil,Winter,Bangalore,205.79
Turmeric powder,Summer,Chennai,203.09
Red chili powder,Monsoon,Kolkata,172.69
Cumin seeds,Winter,Hyderabad,211.58
Coriander powder,Winter,Ahmedabad,161.79
Garam masala,Summer,Lucknow,304.46
Black salt,Winter,Kolkata,109.43
Chaat masala,Winter,Hyderabad,157.19
Pepper powder,Monsoon,Lucknow,408.9
Mustard seeds,Winter,Lucknow,116.89
Bread,Summer,Lucknow,36.56
Pav / Buns,Monsoon,Bangalore,33.27
Burger buns,Winter,Ahmedabad,25.47
Noodles,Monsoon,Ahmedabad,45.41
Idli / Dosa batter,Winter,Pune,52.8
Tomato ketchup,Summer,Chennai,109.92
Green chutney,Summer,Lucknow,81.37
Tamarind chutney,Winter,Pune,59.81
Schezwan sauce,Monsoon,Mumbai,115.38
Mayonnaise,Winter,Jaipur,136.03
Vinegar,Monsoon,Bangalore,54.75
Soya sauce,Summer,Ahmedabad,66.24
Tea leaves,Monsoon,Ahmedabad,220.26
